finished,QID1,QID2,QID3,QID5,QID6,QID8,QID10,QID11,QID12,QID14,QID13,QID24,QID9,QID15_TEXT,QID16_TEXT,QID17,QID18,QID19,QID20,QID22
Finished,Q1 - What is your class year?,Q2 - What is your race or ethnicity?,Q3 - What is your gender?,Q5 - Are you in any of the following types of groups?,Q6 - Are you in Pratt or Trinity?,Q8 - Which presidential candidate do you intend to vote for?,Q10 - Which political party do you most align with?,Q11 - How knowledgeable do you consider yourself about politics?,Q12 - Do you plan to vote?,Q14 - Are you registered to vote?,Q13 - In which state are you registered to vote?,Q24 - Which candidate for US Senator from North Carolina do you intend to vote fo...,Q9 - Which candidate for North Carolina governor do you intend to vote for?,Q15 - What is one word that comes to mind when you think of Hillary Clinton?,Q16 - What is one word that comes to mind when you think of Donald Trump?,Q17 - Do you have friends that support a different candidate for president that y...,Q18 - Have you unfriended someone on Facebook because of their political beliefs?,Q19 - Who do you think will win the election?,Q20 - Do you think you will be voting for the same candidate for president as you...,Q22 - How many Duke Football games do you think you will have attended by the end...
TRUE,2017,Asian,Female,Independent House,Trinity,Undecided,Republican,Not knowledgeable at all,Probably yes,Yes,North Carolina ,Undecided,Undecided,Fake,Liar,Yes,No,Donald Trump,Might or might not,1
TRUE,2019,Black or African American,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified ,Demagogue ,Yes,No,Hillary Clinton,Definitely yes,5
TRUE,2017,Hispanic,Male,Independent House,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Politician,Douche,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Unfit,Yes,No,Hillary Clinton,Definitely yes,6
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Pennsylvania ,,,Experienced,Shithead,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Presidential,Moron,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2018,Other,Male,Fraternity,Trinity,Gary Johnson,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Crook,Vile,Yes,No,Hillary Clinton,Probably not,1
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Experienced,Disrespectful,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Competent,Racist,No,No,Hillary Clinton,Probably yes,0
TRUE,2020,Native Hawaiian or Pacific Islander,Male,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Experienced,Dumbbell,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Hispanic,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Do not intend to vote,Experienced,Foolish,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Competent,Incompetent,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2018,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,leader,disrespectful,No,No,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,California ,,,Politician,Nuts,No,No,Hillary Clinton,Probably yes,2
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Powerful,Ridiculous,No,No,Hillary Clinton,Definitely yes,2
TRUE,2019,Other,Male,Selective Living Group,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,No,,,,Eh,No,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Politician,Ignorant ,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Hispanic,Male,None,Trinity,Do not intend to vote,Libertarian,Very knowledgeable,Probably not,Yes,Florida ,,,Corruption,Belligerent ,Yes,No,Hillary Clinton,Definitely not,12
TRUE,2019,White,Male,Fraternity,Trinity,Gary Johnson,Republican,Very knowledgeable,Might or might not,Yes,Florida ,,,Politician ,Racist,Yes,No,Hillary Clinton,Probably not,1
TRUE,2020,White,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Undecided,better,bigot,Yes,Yes,Hillary Clinton,Might or might not,1
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced ,Despicable ,No,Yes,Donald Trump,Definitely yes,3
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,untrustworthy ,disgraceful,No,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Male,Fraternity,Trinity,Hillary Clinton,Republican,Very knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Lesser evil,Greater evil,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Male,Fraternity,Trinity,Donald Trump,Unaffiliated/Independent,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Crook,Narcisist,Yes,No,Hillary Clinton,Probably not,4
TRUE,2017,Asian,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Georgia ,,,Uninspiring,Abhorent ,No,Yes,Hillary Clinton,Definitely yes,3
TRUE,2017,White,Female,None,Trinity,Donald Trump,Republican,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Pat McCrory,Liar ,Radical ,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,Asian,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely not,No,,,,strong,fake,No,Yes,Hillary Clinton,Probably yes,0
TRUE,2020,White,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experienced,Incompetent,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Pant suit ,Sexist/bigot,Yes,No,Hillary Clinton,Definitely yes,2
TRUE,2020,White,Female,None,Trinity,Undecided,Democratic,Slightly knowledgeable,Probably yes,No,,,,cold,outrageous ,Yes,No,Hillary Clinton,Probably yes,3
TRUE,2017,White,Male,Fraternity,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,Georgia ,,,Politician,Arrogance,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Republican,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Unlikeable ,Farcical ,Yes,No,Hillary Clinton,Probably not,0
TRUE,2019,Hispanic,Male,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Experience,Division,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,qualified,terrifying,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,iono,asshole,No,No,Hillary Clinton,Might or might not,0
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experienced ,Narcissistic ,No,No,Hillary Clinton,Probably yes,2
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,emails,liar,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2018,Black or African American,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Untrustworthy,Idiot,Yes,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,Asian,Male,None,Pratt,Hillary Clinton,Democratic,Slightly knowledgeable,Probably yes,Yes,Florida ,,,Stoic,Cocky,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Other,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Qualified,Dangerous,No,No,Hillary Clinton,Definitely yes,0
TRUE,2018,Asian,Female,Independent House,Trinity,Undecided,Unaffiliated/Independent,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Other,emails,offensive,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,Other,Female,Independent House,Pratt,Do not intend to vote,Democratic,Slightly knowledgeable,Probably not,No,,,,Deceit,Ignorant ,Yes,No,Hillary Clinton,Probably not,0
TRUE,2018,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,poised,gruff,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2020,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Experienced,Irresponsible ,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2017,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Experience,Bigotry,Yes,No,Hillary Clinton,Probably yes,4
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,misrepresented,rude,No,No,Hillary Clinton,Definitely yes,3
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Dishonest,Bully,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2020,Asian,Female,None,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,No,,,,Experienced,Stubborn,Yes,No,Hillary Clinton,Probably yes,1
TRUE,2017,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,Connecticut ,,,Calculated,Stupid,Yes,Yes,Hillary Clinton,Might or might not,0
TRUE,2018,White,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,president,pig,Yes,Yes,Hillary Clinton,Probably yes,3
TRUE,2019,Black or African American,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,experienced ,bigot,Yes,Yes,Hillary Clinton,Definitely yes,4
TRUE,2017,White,Male,Fraternity,Trinity,Do not intend to vote,Unaffiliated/Independent,Very knowledgeable,Definitely not,No,,,,Unliked,Lying,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2018,Black or African American,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Texas ,,,Experienced ,Temperamental ,Yes,Yes,Hillary Clinton,Definitely yes,2
TRUE,2018,White,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,E-mails,Xenophobic,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,better than Trump,no,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2019,Asian,Female,None,Trinity,Hillary Clinton,Libertarian,Slightly knowledgeable,Definitely yes,Yes,Illinois ,,,Qualified,Bully,No,No,Hillary Clinton,Probably not,0
TRUE,2018,White,Female,Independent House,Pratt,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,Ohio ,,,Feminism,Bigotry,Yes,No,Hillary Clinton,Probably not,2
TRUE,2019,White,Male,Fraternity,Trinity,Hillary Clinton,Libertarian,Very knowledgeable,Probably yes,No,,,,experienced,horrible,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,California ,,,Capable,Entertainer,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Black or African American,Female,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Woman,Trash,No,Yes,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Male,Selective Living Group,Pratt,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Powerful,Douche,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,White,Female,None,Trinity,Undecided,Republican,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Feminist,Pig,Yes,No,Hillary Clinton,Might or might not,1
TRUE,2019,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Strong,Immature,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Male,Fraternity,Trinity,Gary Johnson,Republican,Moderately knowledgeable,Definitely yes,Yes,Virginia ,,,Corrupt,Psycho,Yes,No,Hillary Clinton,Might or might not,6
TRUE,2017,White,Male,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Qualified,Racist,Yes,Yes,Hillary Clinton,Definitely yes,5
TRUE,2020,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Presidential. ,Lunatic.,No,No,Hillary Clinton,Definitely yes,1
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Ignorant,Yes,No,Hillary Clinton,Definitely yes,3
TRUE,2017,Asian,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,the only option,american embodiment of hitler,Yes,No,Hillary Clinton,Probably not,1
TRUE,2019,Asian,Male,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Steady,Racist,No,No,Hillary Clinton,Definitely yes,4
TRUE,2020,Hispanic,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Accomplished,Insane,No,No,Hillary Clinton,Definitely yes,2
TRUE,2019,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,Hawaii ,,,Scripted,Crude,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,Other,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Corrupt ,Asshole ,Yes,Yes,Hillary Clinton,Definitely yes,3
TRUE,2017,White,Female,None,Pratt,Hillary Clinton,Republican,Moderately knowledgeable,Definitely yes,Yes,Colorado ,,,Experienced,Outrageous,No,Yes,Hillary Clinton,Probably yes,1
TRUE,2017,White,Female,None,Pratt,Undecided,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Other,Sketchy,Horrible ,Yes,Yes,Hillary Clinton,Probably yes,5
TRUE,2017,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,Texas ,,,corporate,disgusting ,No,No,Hillary Clinton,Definitely yes,0
TRUE,2019,Asian,Female,Independent House,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Probably yes,Yes,Pennsylvania ,,,Leader,Disgusting ,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2017,Black or African American,Female,None,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,Strong,Foolish,Yes,No,Hillary Clinton,Definitely yes,0
TRUE,2018,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Strong,Idiot,Yes,No,Hillary Clinton,Probably yes,5
TRUE,2019,Asian,Female,Independent House,Trinity,Undecided,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Roy Cooper,Warmonger,Dangerous,No,No,Hillary Clinton,Probably yes,0
TRUE,2017,Asian,Female,None,Trinity,Hillary Clinton,Democratic,Slightly knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Undecided,Lie,Sexist,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Male,Independent House,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Probably yes,Yes,North Carolina ,Richard Burr,Roy Cooper,Untrustworthy ,Insane ,No,No,Hillary Clinton,Might or might not,3
TRUE,2019,White,Male,Selective Living Group,Trinity,Gary Johnson,Republican,Extremely knowledgeable,Definitely yes,Yes,Ohio ,,,Liar,Bigot,Yes,No,Hillary Clinton,Might or might not,4
TRUE,2020,Asian,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Slightly knowledgeable,Definitely not,No,,,,Slippery,Extremist ,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2020,Asian,Male,None,Pratt,Undecided,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Undecided,Roy Cooper,Lucky,Uncouth,Yes,No,Hillary Clinton,Probably yes,2
TRUE,2017,Asian,Female,Selective Living Group,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,determined,Asshole,No,Yes,Hillary Clinton,Definitely yes,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,New York ,,,Put together,Problematic,No,Yes,Hillary Clinton,Might or might not,1
TRUE,2017,Black or African American,Female,None,Trinity,Do not intend to vote,Unaffiliated/Independent,Moderately knowledgeable,Definitely not,No,,,,Emails,Wrong,Yes,No,Hillary Clinton,Definitely not,3
TRUE,2018,Hispanic,Female,Sorority,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,queen,trash,No,Yes,Hillary Clinton,Definitely yes,3
TRUE,2017,White,Female,Sorority,Trinity,Hillary Clinton,Democratic,Extremely knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Roy Cooper,President,Idiot,No,No,Hillary Clinton,Definitely yes,5
TRUE,2018,Asian,Male,None,Pratt,Do not intend to vote,Unaffiliated/Independent,Moderately knowledgeable,Probably not,Yes,Florida ,,,Corrupt,Unconventional,Yes,No,Hillary Clinton,Probably yes,0
TRUE,2019,Hispanic,Male,Independent House,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Definitely yes,Yes,New York ,,,Intelligent,Selfish,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2018,White,Male,Fraternity,Trinity,Donald Trump,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Deborah Ross,Pat McCrory,Liar,Arrogant,Yes,Yes,Hillary Clinton,Probably yes,1
TRUE,2019,Black or African American,Female,Sorority,Trinity,Hillary Clinton,Unaffiliated/Independent,Very knowledgeable,Definitely yes,Yes,Ohio ,,,Powerful,Dickhead,Yes,Yes,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Male,None,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Eh,Ehhh,Yes,No,Hillary Clinton,Might or might not,0
TRUE,2020,White,Female,None,Trinity,Hillary Clinton,Unaffiliated/Independent,Moderately knowledgeable,Definitely yes,Yes,Georgia ,,,Intelligent,Misgynist,Yes,No,Hillary Clinton,Might or might not,3
TRUE,2018,Asian,Male,Independent House,Trinity,Hillary Clinton,Green,Extremely knowledgeable,Probably yes,Yes,Georgia ,,,Acceptable,American,Yes,Yes,Hillary Clinton,Probably yes,1
TRUE,2017,Asian,Female,Selective Living Group,Trinity,Do not intend to vote,Democratic,Slightly knowledgeable,Definitely not,No,,,,Scam,Troll,No,No,Hillary Clinton,Probably yes,0
TRUE,2019,White,Male,None,Trinity,Undecided,Republican,Moderately knowledgeable,Definitely yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,Liar,Jerk,Yes,No,Hillary Clinton,Definitely not,0
TRUE,2017,White,Male,Fraternity,Trinity,Hillary Clinton,Democratic,Very knowledgeable,Probably yes,Yes,North Carolina ,Undecided,Undecided,Mature,Childish,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,Asian,Female,Independent House,Trinity,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,Yes,Florida ,,,Experienced,Bigot,Yes,No,Hillary Clinton,Definitely yes,1
TRUE,2019,White,Female,Sorority,Pratt,Hillary Clinton,Democratic,Moderately knowledgeable,Definitely yes,No,,,,equality,masochist,Yes,No,Hillary Clinton,Definitely yes,4
TRUE,2017,Black or African American,Female,Independent House,Trinity,Undecided,Republican,Slightly knowledgeable,Probably yes,Yes,North Carolina ,Do not intend to vote,Do not intend to vote,pantsuit,loud,Yes,No,Hillary Clinton,Probably yes,0
